Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
berry-jam-lip-mask-pot,Berry Jam Lip Mask Pot,<p>A nourishing balm that treats while it shines. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 5g</li><li>Finish: Natural</li><li>Category: Lips — Lip Balm</li></ul>,SHEGLAM,Lip Balm,"Lips, Lip Balm, Natural",TRUE,Title,Default Title,,,,,SGPK-1151,30,shopify,20,deny,manual,1390,,TRUE,TRUE,,,,FALSE,Berry Jam Lip Mask Pot | SHEGLAM PK,Buy Berry Jam Lip Mask Pot in Pakistan. A nourishing balm that treats while it shines. Suits everyday wear as easily as a full evening look.,active
pout-phresh-color-changing-lipstick,Pout PHresh Color Changing Lipstick,<p>Rich colour in a single pass. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 3.5g</li><li>Finish: Natural</li><li>Category: Lips — Lipstick</li></ul>,SHEGLAM,Lipstick,"Lips, Lipstick, Natural, Multi-Shade",TRUE,Shade,Watermelon,,,,,SGPK-1152-WATERMELON,29,shopify,12,deny,manual,1790,,TRUE,TRUE,,,,FALSE,Pout PHresh Color Changing Lipstick | SHEGLAM PK,Buy Pout PHresh Color Changing Lipstick in Pakistan. Rich colour in a single pass. Comfortable enough for all-day wear in Pakistani heat.,active
dark-romantasy-lip-liner-lip-gloss-kit,Dark Romantasy Lip Liner + Lip Gloss Kit,<p>Definition that stops lipstick travelling. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 2.5ml</li><li>Finish: Dewy</li><li>Category: Lips — Lip Liner</li></ul>,SHEGLAM,Lip Liner,"Lips, Lip Liner, Dewy, Multi-Shade",TRUE,Shade,Plum Noir,,,,,SGPK-1153-PLUM-NOIR,28,shopify,12,deny,manual,2590,,TRUE,TRUE,,,,FALSE,Dark Romantasy Lip Liner + Lip Gloss Kit | SHEGLAM PK,Buy Dark Romantasy Lip Liner + Lip Gloss Kit in Pakistan. Definition that stops lipstick travelling. Best applied in thin layers and built up rather than laid o,active
stardust-swipe-glitter-liquid-lipstick,Stardust Swipe Glitter Liquid Lipstick,<p>Full-coverage colour that wears comfortably. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 3.5g</li><li>Finish: Shimmer</li><li>Category: Lips — Lipstick</li></ul>,SHEGLAM,Lipstick,"Lips, Lipstick, Shimmer, Multi-Shade",TRUE,Shade,Cosmic Pink,,,,,SGPK-1154-COSMIC-PINK,29,shopify,12,deny,manual,1790,,TRUE,TRUE,,,,FALSE,Stardust Swipe Glitter Liquid Lipstick | SHEGLAM PK,Buy Stardust Swipe Glitter Liquid Lipstick in Pakistan. Full-coverage colour that wears comfortably. Blend while it is still moving; it sets quickly once placed,active
crystal-glaze-moisturizing-lip-care-set,Crystal Glaze Moisturizing Lip Care Set,<p>A nourishing balm that treats while it shines. Works on its own or layered under the rest of your base.</p><ul><li>Size: 5g</li><li>Finish: Shimmer</li><li>Category: Lips — Lip Balm</li></ul>,SHEGLAM,Lip Balm,"Lips, Lip Balm, Shimmer",TRUE,Title,Default Title,,,,,SGPK-1155,30,shopify,20,deny,manual,2990,,TRUE,TRUE,,,,FALSE,Crystal Glaze Moisturizing Lip Care Set | SHEGLAM PK,Buy Crystal Glaze Moisturizing Lip Care Set in Pakistan. A nourishing balm that treats while it shines. Works on its own or layered under the rest of your base.,active
pillow-lips-lip-care-cream,Pillow Lips Lip Care Cream,<p>Comfort and softness for dry lips. Works on its own or layered under the rest of your base.</p><ul><li>Size: 5g</li><li>Finish: Natural</li><li>Category: Lips — Lip Balm</li></ul>,SHEGLAM,Lip Balm,"Lips, Lip Balm, Natural",TRUE,Title,Default Title,,,,,SGPK-1156,30,shopify,20,deny,manual,1290,,TRUE,TRUE,,,,FALSE,Pillow Lips Lip Care Cream | SHEGLAM PK,Buy Pillow Lips Lip Care Cream in Pakistan. Comfort and softness for dry lips. Works on its own or layered under the rest of your base.,active
nourishing-lip-balm,Nourishing Lip Balm,<p>A nourishing balm that treats while it shines. Works on its own or layered under the rest of your base.</p><ul><li>Size: 5g</li><li>Finish: Natural</li><li>Category: Lips — Lip Balm</li></ul>,SHEGLAM,Lip Balm,"Lips, Lip Balm, Natural, Multi-Shade",TRUE,Shade,White,,,,,SGPK-1157-WHITE,30,shopify,12,deny,manual,1490,,TRUE,TRUE,,,,FALSE,Nourishing Lip Balm | SHEGLAM PK,Buy Nourishing Lip Balm in Pakistan. A nourishing balm that treats while it shines. Works on its own or layered under the rest of your base.,active
love-stained-lip-tint-marker,Love Stained Lip Tint Marker,<p>A tint that survives a cup of chai. Patch test before first use if your skin is sensitive.</p><ul><li>Size: 3ml</li><li>Finish: Natural</li><li>Category: Lips — Lip Tint</li></ul>,SHEGLAM,Lip Tint,"Lips, Lip Tint, Natural, Multi-Shade",TRUE,Shade,Bright Side,,,,,SGPK-1158-BRIGHT-SIDE,28,shopify,12,deny,manual,1590,,TRUE,TRUE,,,,FALSE,Love Stained Lip Tint Marker | SHEGLAM PK,Buy Love Stained Lip Tint Marker in Pakistan. A tint that survives a cup of chai. Patch test before first use if your skin is sensitive.,active
life-is-delicious-pocket-lip-jam,Life Is Delicious Pocket Lip Jam,<p>Hydration you can wear on its own or under colour. Works on its own or layered under the rest of your base.</p><ul><li>Size: 5g</li><li>Finish: Natural</li><li>Category: Lips — Lip Balm</li></ul>,SHEGLAM,Lip Balm,"Lips, Lip Balm, Natural, Sale, Multi-Shade",TRUE,Shade,Ambrosia,,,,,SGPK-1159-AMBROSIA,30,shopify,12,deny,manual,1690,2090,TRUE,TRUE,,,,FALSE,Life Is Delicious Pocket Lip Jam | SHEGLAM PK,Buy Life Is Delicious Pocket Lip Jam in Pakistan. Hydration you can wear on its own or under colour. Works on its own or layered under the rest of your base.,active
cocoa-yum-lip-balm,Cocoa Yum Lip Balm,<p>A nourishing balm that treats while it shines. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 5g</li><li>Finish: Natural</li><li>Category: Lips — Lip Balm</li></ul>,SHEGLAM,Lip Balm,"Lips, Lip Balm, Natural",TRUE,Title,Default Title,,,,,SGPK-1160,30,shopify,20,deny,manual,1490,,TRUE,TRUE,,,,FALSE,Cocoa Yum Lip Balm | SHEGLAM PK,Buy Cocoa Yum Lip Balm in Pakistan. A nourishing balm that treats while it shines. Suits everyday wear as easily as a full evening look.,active
onyx-kaleidoscope-lipstick,Onyx Kaleidoscope Lipstick,<p>Rich colour in a single pass. Patch test before first use if your skin is sensitive.</p><ul><li>Size: 3.5g</li><li>Finish: Natural</li><li>Category: Lips — Lipstick</li></ul>,SHEGLAM,Lipstick,"Lips, Lipstick, Natural, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1161,29,shopify,20,deny,manual,1590,,TRUE,TRUE,,,,FALSE,Onyx Kaleidoscope Lipstick | SHEGLAM PK,Buy Onyx Kaleidoscope Lipstick in Pakistan. Rich colour in a single pass. Patch test before first use if your skin is sensitive.,active
creme-allure-lipstick,Creme Allure Lipstick,<p>Pigment that stays true for hours. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 3.5g</li><li>Finish: Natural</li><li>Category: Lips — Lipstick</li></ul>,SHEGLAM,Lipstick,"Lips, Lipstick, Natural, New Arrival, Sale, Multi-Shade",TRUE,Shade,Nude,,,,,SGPK-1162-NUDE,29,shopify,12,deny,manual,2190,2690,TRUE,TRUE,,,,FALSE,Creme Allure Lipstick | SHEGLAM PK,Buy Creme Allure Lipstick in Pakistan. Pigment that stays true for hours. Pairs well with the rest of the range without pilling.,active
line-to-shine-peel-off-lip-stain-gloss-duo-013-peach-mousse,Line To Shine Peel-Off Lip Stain & Gloss Duo-013 Peach Mousse,<p>High shine that feels weightless. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 3ml</li><li>Finish: Dewy</li><li>Category: Lips — Lip Gloss</li></ul>,SHEGLAM,Lip Gloss,"Lips, Lip Gloss, Dewy",TRUE,Title,Default Title,,,,,SGPK-1163,28,shopify,20,deny,manual,3390,,TRUE,TRUE,,,,FALSE,Line To Shine Peel-Off Lip Stain & Gloss Duo-013 Peach Mousse | SHEGLA,Buy Line To Shine Peel-Off Lip Stain & Gloss Duo-013 Peach Mousse in Pakistan. High shine that feels weightless. Pairs well with the rest of the range without p,active
for-the-flush-lip-cheek-tint,For The Flush Lip & Cheek Tint,<p>A blendable blush that builds from a hint to a statement. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 6ml</li><li>Finish: Natural</li><li>Category: Face — Blush</li></ul>,SHEGLAM,Blush,"Face, Blush, Natural, New Arrival, Sale, Multi-Shade",TRUE,Shade,Fruit Punch,,,,,SGPK-1164-FRUIT-PUNCH,31,shopify,12,deny,manual,2290,2890,TRUE,TRUE,https://sheglampk.com/assets/img/products/for-the-flush-lip-cheek-tint.jpg,1,For The Flush Lip & Cheek Tint,FALSE,For The Flush Lip & Cheek Tint | SHEGLAM PK,Buy For The Flush Lip & Cheek Tint in Pakistan. A blendable blush that builds from a hint to a statement. Suits everyday wear as easily as a full evening look.,active
lip-link-mini-gloss-bracelet-palette,Lip Link Mini Gloss Bracelet Palette,<p>Buildable colour for an everyday or a full look. Patch test before first use if your skin is sensitive.</p><ul><li>Size: 1.4g</li><li>Finish: Dewy</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Dewy, Sale",TRUE,Title,Default Title,,,,,SGPK-1165,26,shopify,20,deny,manual,3790,4690,TRUE,TRUE,,,,FALSE,Lip Link Mini Gloss Bracelet Palette | SHEGLAM PK,Buy Lip Link Mini Gloss Bracelet Palette in Pakistan. Buildable colour for an everyday or a full look. Patch test before first use if your skin is sensitive.,active
glam-101-sheer-tinted-lipstick-liner-duo-blueberry-jam,Glam 101 Sheer Tinted Lipstick & Liner Duo-Blueberry Jam,<p>A precise line that stays where you put it. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural",TRUE,Title,Default Title,,,,,SGPK-1166,26,shopify,20,deny,manual,2490,,TRUE,TRUE,,,,FALSE,Glam 101 Sheer Tinted Lipstick & Liner Duo-Blueberry Jam | SHEGLAM PK,Buy Glam 101 Sheer Tinted Lipstick & Liner Duo-Blueberry Jam in Pakistan. A precise line that stays where you put it. Suits everyday wear as easily as a full ev,active
bold-booster-lip-plumper-blush-drizzle,Bold Booster Lip Plumper-Blush Drizzle,<p>A blendable blush that builds from a hint to a statement. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 6ml</li><li>Finish: Natural</li><li>Category: Face — Blush</li></ul>,SHEGLAM,Blush,"Face, Blush, Natural",TRUE,Title,Default Title,,,,,SGPK-1167,31,shopify,20,deny,manual,2190,,TRUE,TRUE,,,,FALSE,Bold Booster Lip Plumper-Blush Drizzle | SHEGLAM PK,Buy Bold Booster Lip Plumper-Blush Drizzle in Pakistan. A blendable blush that builds from a hint to a statement. Pairs well with the rest of the range without ,active
mirror-kiss-high-shine-lipstick,Mirror Kiss High-Shine Lipstick,<p>Full-coverage colour that wears comfortably. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 3.5g</li><li>Finish: Dewy</li><li>Category: Lips — Lipstick</li></ul>,SHEGLAM,Lipstick,"Lips, Lipstick, Dewy, Multi-Shade",TRUE,Shade,Rule Breaker,,,,,SGPK-1168-RULE-BREAKER,29,shopify,12,deny,manual,1990,,TRUE,TRUE,,,,FALSE,Mirror Kiss High-Shine Lipstick | SHEGLAM PK,Buy Mirror Kiss High-Shine Lipstick in Pakistan. Full-coverage colour that wears comfortably. Comfortable enough for all-day wear in Pakistani heat.,active
peel-talk-lip-tint,Peel Talk Lip Tint,<p>Colour that stains and stays. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 3ml</li><li>Finish: Natural</li><li>Category: Lips — Lip Tint</li></ul>,SHEGLAM,Lip Tint,"Lips, Lip Tint, Natural, Bestseller, Multi-Shade",TRUE,Shade,Celeb Crush,,,,,SGPK-1169-CELEB-CRUSH,28,shopify,12,deny,manual,1390,,TRUE,TRUE,,,,FALSE,Peel Talk Lip Tint | SHEGLAM PK,Buy Peel Talk Lip Tint in Pakistan. Colour that stains and stays. Comfortable enough for all-day wear in Pakistani heat.,active
pout-pillow-cushion-matte-liquid-lipstick,Pout Pillow Cushion Matte Liquid Lipstick,<p>A buildable base with real staying power. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 30ml</li><li>Finish: Matte</li><li>Category: Face — Foundation</li></ul>,SHEGLAM,Foundation,"Face, Foundation, Matte, Bestseller, Multi-Shade",TRUE,Shade,Catching Z's,,,,,SGPK-1170-CATCHING-Z-S,55,shopify,12,deny,manual,4490,,TRUE,TRUE,,,,FALSE,Pout Pillow Cushion Matte Liquid Lipstick | SHEGLAM PK,Buy Pout Pillow Cushion Matte Liquid Lipstick in Pakistan. A buildable base with real staying power. Blend while it is still moving; it sets quickly once placed,active
matte-allure-lipstick,Matte Allure Lipstick,<p>Rich colour in a single pass. Works on its own or layered under the rest of your base.</p><ul><li>Size: 3.5g</li><li>Finish: Matte</li><li>Category: Lips — Lipstick</li></ul>,SHEGLAM,Lipstick,"Lips, Lipstick, Matte, Bestseller, Multi-Shade",TRUE,Shade,Chic,,,,,SGPK-1171-CHIC,29,shopify,12,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Matte Allure Lipstick | SHEGLAM PK,Buy Matte Allure Lipstick in Pakistan. Rich colour in a single pass. Works on its own or layered under the rest of your base.,active
so-lippy-lip-liner,So Lippy Lip Liner,<p>A precise line that defines and holds colour in. Works on its own or layered under the rest of your base.</p><ul><li>Size: 2.5ml</li><li>Finish: Natural</li><li>Category: Lips — Lip Liner</li></ul>,SHEGLAM,Lip Liner,"Lips, Lip Liner, Natural, Multi-Shade",TRUE,Shade,True Faith,,,,,SGPK-1172-TRUE-FAITH,28,shopify,12,deny,manual,1290,,TRUE,TRUE,,,,FALSE,So Lippy Lip Liner | SHEGLAM PK,Buy So Lippy Lip Liner in Pakistan. A precise line that defines and holds colour in. Works on its own or layered under the rest of your base.,active
booster-shine-plumping-lip-gloss,Booster Shine Plumping Lip Gloss,<p>A glassy gloss that layers over anything. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 3ml</li><li>Finish: Dewy</li><li>Category: Lips — Lip Gloss</li></ul>,SHEGLAM,Lip Gloss,"Lips, Lip Gloss, Dewy, Multi-Shade",TRUE,Shade,Own Your Shine,,,,,SGPK-1173-OWN-YOUR-SHI,28,shopify,12,deny,manual,1590,,TRUE,TRUE,,,,FALSE,Booster Shine Plumping Lip Gloss | SHEGLAM PK,Buy Booster Shine Plumping Lip Gloss in Pakistan. A glassy gloss that layers over anything. Blend while it is still moving; it sets quickly once placed.,active
starlight-velvet-lipstick-magical-d,Starlight Velvet Lipstick-Magical D,<p>Rich colour in a single pass. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 3.5g</li><li>Finish: Satin</li><li>Category: Lips — Lipstick</li></ul>,SHEGLAM,Lipstick,"Lips, Lipstick, Satin, Bestseller, Multi-Shade",TRUE,Shade,Light,,,,,SGPK-1174-LIGHT,29,shopify,12,deny,manual,1590,,TRUE,TRUE,,,,FALSE,Starlight Velvet Lipstick-Magical D | SHEGLAM PK,Buy Starlight Velvet Lipstick-Magical D in Pakistan. Rich colour in a single pass. Pairs well with the rest of the range without pilling.,active
pout-perfect-shimmer-lip-plumper,Pout-Perfect Shimmer Lip Plumper,<p>A tint that survives a cup of chai. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 3ml</li><li>Finish: Shimmer</li><li>Category: Lips — Lip Tint</li></ul>,SHEGLAM,Lip Tint,"Lips, Lip Tint, Shimmer, Multi-Shade",TRUE,Shade,Sugar Crystal,,,,,SGPK-1175-SUGAR-CRYSTA,28,shopify,12,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Pout-Perfect Shimmer Lip Plumper | SHEGLAM PK,Buy Pout-Perfect Shimmer Lip Plumper in Pakistan. A tint that survives a cup of chai. Comfortable enough for all-day wear in Pakistani heat.,active
take-a-hint-lip-tint,Take A Hint Lip Tint,<p>Long-wear colour without the dryness. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 3ml</li><li>Finish: Natural</li><li>Category: Lips — Lip Tint</li></ul>,SHEGLAM,Lip Tint,"Lips, Lip Tint, Natural, New Arrival, Sale, Multi-Shade",TRUE,Shade,Memories,,,,,SGPK-1176-MEMORIES,28,shopify,12,deny,manual,1990,2490,TRUE,TRUE,,,,FALSE,Take A Hint Lip Tint | SHEGLAM PK,Buy Take A Hint Lip Tint in Pakistan. Long-wear colour without the dryness. Blend while it is still moving; it sets quickly once placed.,active
dynamatte-boom-long-lasting-matte-lipstick,Dynamatte Boom Long-Lasting Matte Lipstick,<p>Full-coverage colour that wears comfortably. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 3.5g</li><li>Finish: Matte</li><li>Category: Lips — Lipstick</li></ul>,SHEGLAM,Lipstick,"Lips, Lipstick, Matte",TRUE,Title,Default Title,,,,,SGPK-1177,29,shopify,20,deny,manual,1890,,TRUE,TRUE,,,,FALSE,Dynamatte Boom Long-Lasting Matte Lipstick | SHEGLAM PK,Buy Dynamatte Boom Long-Lasting Matte Lipstick in Pakistan. Full-coverage colour that wears comfortably. Best applied in thin layers and built up rather than la,active
cloudline-blur-lip-liner,Cloudline Blur Lip Liner,<p>Definition that stops lipstick travelling. Patch test before first use if your skin is sensitive.</p><ul><li>Size: 2.5ml</li><li>Finish: Matte</li><li>Category: Lips — Lip Liner</li></ul>,SHEGLAM,Lip Liner,"Lips, Lip Liner, Matte, Multi-Shade",TRUE,Shade,Morning Mist,,,,,SGPK-1178-MORNING-MIST,28,shopify,12,deny,manual,1490,,TRUE,TRUE,,,,FALSE,Cloudline Blur Lip Liner | SHEGLAM PK,Buy Cloudline Blur Lip Liner in Pakistan. Definition that stops lipstick travelling. Patch test before first use if your skin is sensitive.,active
mega-lip-stacks-brownie-stack,Mega Lip Stacks-Brownie Stack,<p>A groomed brow that stays put. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 4g</li><li>Finish: Natural</li><li>Category: Eyes — Brows</li></ul>,SHEGLAM,Brows,"Eyes, Brows, Natural, New Arrival, Sale",TRUE,Title,Default Title,,,,,SGPK-1179,29,shopify,20,deny,manual,3590,4490,TRUE,TRUE,,,,FALSE,Mega Lip Stacks-Brownie Stack | SHEGLAM PK,Buy Mega Lip Stacks-Brownie Stack in Pakistan. A groomed brow that stays put. Blend while it is still moving; it sets quickly once placed.,active
lip-facts-lip-liner,Lip Facts Lip Liner,<p>Definition that stops lipstick travelling. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 2.5ml</li><li>Finish: Natural</li><li>Category: Lips — Lip Liner</li></ul>,SHEGLAM,Lip Liner,"Lips, Lip Liner, Natural, New Arrival, Sale, Multi-Shade",TRUE,Shade,True Faith,,,,,SGPK-1180-TRUE-FAITH,28,shopify,12,deny,manual,1590,1990,TRUE,TRUE,,,,FALSE,Lip Facts Lip Liner | SHEGLAM PK,Buy Lip Facts Lip Liner in Pakistan. Definition that stops lipstick travelling. Comfortable enough for all-day wear in Pakistani heat.,active
silk-slip-lip-oil-balm,Silk Slip Lip Oil Balm,<p>A blendable blush that builds from a hint to a statement. Works on its own or layered under the rest of your base.</p><ul><li>Size: 6ml</li><li>Finish: Dewy</li><li>Category: Face — Blush</li></ul>,SHEGLAM,Blush,"Face, Blush, Dewy, Multi-Shade",TRUE,Shade,Barely Blushed,,,,,SGPK-1181-BARELY-BLUSH,31,shopify,12,deny,manual,2190,,TRUE,TRUE,,,,FALSE,Silk Slip Lip Oil Balm | SHEGLAM PK,Buy Silk Slip Lip Oil Balm in Pakistan. A blendable blush that builds from a hint to a statement. Works on its own or layered under the rest of your base.,active
matte-allure-mini-liquid-lipstick-set,Matte Allure Mini Liquid Lipstick Set,<p>Rich colour in a single pass. Patch test before first use if your skin is sensitive.</p><ul><li>Size: 3.5g</li><li>Finish: Matte</li><li>Category: Lips — Lipstick</li></ul>,SHEGLAM,Lipstick,"Lips, Lipstick, Matte, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1182,29,shopify,20,deny,manual,2990,,TRUE,TRUE,,,,FALSE,Matte Allure Mini Liquid Lipstick Set | SHEGLAM PK,Buy Matte Allure Mini Liquid Lipstick Set in Pakistan. Rich colour in a single pass. Patch test before first use if your skin is sensitive.,active
just-kissed-lipstick-crayon,Just Kissed Lipstick Crayon,<p>Rich colour in a single pass. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 3.5g</li><li>Finish: Satin</li><li>Category: Lips — Lipstick</li></ul>,SHEGLAM,Lipstick,"Lips, Lipstick, Satin, Multi-Shade",TRUE,Shade,Red Velvet,,,,,SGPK-1183-RED-VELVET,29,shopify,12,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Just Kissed Lipstick Crayon | SHEGLAM PK,Buy Just Kissed Lipstick Crayon in Pakistan. Rich colour in a single pass. Best applied in thin layers and built up rather than laid on heavily.,active
hot-goss-plumping-lip-gloss-that-s-juicy,Hot Goss Plumping Lip Gloss-That's Juicy!,<p>A glassy gloss that layers over anything. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 3ml</li><li>Finish: Dewy</li><li>Category: Lips — Lip Gloss</li></ul>,SHEGLAM,Lip Gloss,"Lips, Lip Gloss, Dewy",TRUE,Title,Default Title,,,,,SGPK-1184,28,shopify,20,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Hot Goss Plumping Lip Gloss-That's Juicy! | SHEGLAM PK,Buy Hot Goss Plumping Lip Gloss-That's Juicy! in Pakistan. A glassy gloss that layers over anything. Pairs well with the rest of the range without pilling.,active
pout-perfect-shine-lip-plumper-makin-me-blush,Pout-Perfect Shine Lip Plumper-Makin' Me Blush,<p>A blendable blush that builds from a hint to a statement. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 6ml</li><li>Finish: Dewy</li><li>Category: Face — Blush</li></ul>,SHEGLAM,Blush,"Face, Blush, Dewy, New Arrival, Sale",TRUE,Title,Default Title,,,,,SGPK-1185,31,shopify,20,deny,manual,2290,2890,TRUE,TRUE,,,,FALSE,Pout-Perfect Shine Lip Plumper-Makin' Me Blush | SHEGLAM PK,Buy Pout-Perfect Shine Lip Plumper-Makin' Me Blush in Pakistan. A blendable blush that builds from a hint to a statement. Best applied in thin layers and built ,active
glow-addict-lip-balm,Glow Addict Lip Balm,<p>A nourishing balm that treats while it shines. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 5g</li><li>Finish: Dewy</li><li>Category: Lips — Lip Balm</li></ul>,SHEGLAM,Lip Balm,"Lips, Lip Balm, Dewy, Multi-Shade",TRUE,Shade,Rocky Road,,,,,SGPK-1186-ROCKY-ROAD,30,shopify,12,deny,manual,1490,,TRUE,TRUE,,,,FALSE,Glow Addict Lip Balm | SHEGLAM PK,Buy Glow Addict Lip Balm in Pakistan. A nourishing balm that treats while it shines. Suits everyday wear as easily as a full evening look.,active
mood-switch-matte-gloss-lip-duo,Mood Switch Matte & Gloss Lip Duo,<p>High shine that feels weightless. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 3ml</li><li>Finish: Matte</li><li>Category: Lips — Lip Gloss</li></ul>,SHEGLAM,Lip Gloss,"Lips, Lip Gloss, Matte, Multi-Shade",TRUE,Shade,Pink Flamingo,,,,,SGPK-1187-PINK-FLAMING,28,shopify,12,deny,manual,3190,,TRUE,TRUE,,,,FALSE,Mood Switch Matte & Gloss Lip Duo | SHEGLAM PK,Buy Mood Switch Matte & Gloss Lip Duo in Pakistan. High shine that feels weightless. Blend while it is still moving; it sets quickly once placed.,active
lip-rules-liner-gloss-pen,Lip Rules Liner & Gloss Pen,<p>High shine that feels weightless. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 3ml</li><li>Finish: Dewy</li><li>Category: Lips — Lip Gloss</li></ul>,SHEGLAM,Lip Gloss,"Lips, Lip Gloss, Dewy, Multi-Shade",TRUE,Shade,By The Book,,,,,SGPK-1188-BY-THE-BOOK,28,shopify,12,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Lip Rules Liner & Gloss Pen | SHEGLAM PK,Buy Lip Rules Liner & Gloss Pen in Pakistan. High shine that feels weightless. Suits everyday wear as easily as a full evening look.,active
bubble-kiss-lip-balm,Bubble Kiss Lip Balm,<p>Hydration you can wear on its own or under colour. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 5g</li><li>Finish: Natural</li><li>Category: Lips — Lip Balm</li></ul>,SHEGLAM,Lip Balm,"Lips, Lip Balm, Natural, New Arrival, Sale, Multi-Shade",TRUE,Shade,Bubble Tea,,,,,SGPK-1189-BUBBLE-TEA,30,shopify,12,deny,manual,1690,2090,TRUE,TRUE,,,,FALSE,Bubble Kiss Lip Balm | SHEGLAM PK,Buy Bubble Kiss Lip Balm in Pakistan. Hydration you can wear on its own or under colour. Comfortable enough for all-day wear in Pakistani heat.,active
soft-haze-lip-blur,Soft Haze Lip Blur,<p>Definition that stops lipstick travelling. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 2.5ml</li><li>Finish: Matte</li><li>Category: Lips — Lip Liner</li></ul>,SHEGLAM,Lip Liner,"Lips, Lip Liner, Matte, Multi-Shade",TRUE,Shade,Play Date,,,,,SGPK-1190-PLAY-DATE,28,shopify,12,deny,manual,1490,,TRUE,TRUE,,,,FALSE,Soft Haze Lip Blur | SHEGLAM PK,Buy Soft Haze Lip Blur in Pakistan. Definition that stops lipstick travelling. Blend while it is still moving; it sets quickly once placed.,active
mello-jello-nourishing-lip-balm,Mello Jello Nourishing Lip Balm,<p>A nourishing balm that treats while it shines. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 5g</li><li>Finish: Natural</li><li>Category: Lips — Lip Balm</li></ul>,SHEGLAM,Lip Balm,"Lips, Lip Balm, Natural, Multi-Shade",TRUE,Shade,Garnet,,,,,SGPK-1191-GARNET,30,shopify,12,deny,manual,1490,,TRUE,TRUE,,,,FALSE,Mello Jello Nourishing Lip Balm | SHEGLAM PK,Buy Mello Jello Nourishing Lip Balm in Pakistan. A nourishing balm that treats while it shines. Pairs well with the rest of the range without pilling.,active
glam-101-lipstick-liner-duo,Glam 101 Lipstick & Liner Duo,<p>A precise line that stays where you put it. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural, Bestseller, Multi-Shade",TRUE,Shade,Praline Pie,,,,,SGPK-1192-PRALINE-PIE,26,shopify,12,deny,manual,2290,,TRUE,TRUE,,,,FALSE,Glam 101 Lipstick & Liner Duo | SHEGLAM PK,Buy Glam 101 Lipstick & Liner Duo in Pakistan. A precise line that stays where you put it. Pairs well with the rest of the range without pilling.,active
